,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,43.75,0.83,14.75,0.43,14.25,0.83,standing
1,250,45.0,0.0,17.67,0.47,12.5,0.87,standing
2,500,45.25,0.43,17.25,0.83,11.75,0.43,standing
3,750,45.0,0.0,16.0,1.0,12.33,0.47,standing
4,1000,44.67,0.47,12.0,0.0,12.67,0.47,standing
5,1250,43.67,0.47,12.0,0.0,14.0,1.22,standing
6,1500,44.0,0.0,12.0,0.0,14.0,1.22,standing
7,1750,44.33,0.47,13.0,0.0,14.0,1.58,standing
8,2000,44.33,0.47,13.0,1.0,13.75,0.83,standing
9,2250,44.5,0.5,12.0,0.0,13.5,1.12,standing
10,2500,44.33,0.47,11.33,0.94,14.25,0.43,standing
11,2750,44.5,0.5,10.0,1.22,14.25,0.83,standing
12,3000,45.0,0.0,12.25,0.43,15.25,0.43,standing
13,3250,44.5,0.5,12.0,0.0,16.0,0.71,standing
14,3500,45.0,0.0,12.0,0.0,16.75,1.3,standing
15,3750,44.67,0.47,12.0,0.0,16.25,0.83,standing
16,4000,45.0,0.0,12.0,0.0,15.33,0.47,standing
17,4250,44.67,0.47,12.0,0.0,14.67,0.47,standing
18,4500,45.0,0.0,11.5,0.5,15.0,0.0,standing
19,4750,45.0,0.0,12.0,0.0,14.25,0.83,standing
20,5000,45.0,0.0,12.0,0.0,14.25,0.83,standing
21,5250,45.0,0.0,13.5,0.5,13.67,1.25,standing
22,5500,45.0,0.0,14.0,0.82,13.75,1.3,standing
23,5750,44.5,0.5,12.5,0.5,14.75,0.43,standing
24,6000,44.33,0.47,12.0,0.0,15.25,0.43,standing
25,6250,44.33,0.47,12.0,0.0,15.75,0.83,standing
26,6500,44.33,0.47,12.0,0.0,16.5,1.12,standing
27,6750,44.5,0.5,12.25,0.43,17.5,0.5,standing
28,7000,44.5,0.5,12.33,0.47,17.33,0.47,standing
29,7250,44.25,0.83,12.33,0.47,17.25,0.83,standing
30,7500,42.75,0.83,14.0,0.71,17.75,0.43,standing
31,7750,42.0,0.0,13.5,0.5,17.5,0.5,standing
32,8000,42.0,0.0,11.67,0.47,16.75,0.83,standing
33,8250,42.0,0.0,12.0,0.0,16.25,0.83,standing
34,8500,42.0,0.0,11.33,0.47,16.0,0.82,standing
35,8750,42.0,0.0,11.5,0.5,16.25,0.83,standing
36,9000,42.0,0.0,10.0,0.0,15.33,0.47,standing
37,9250,43.2,0.75,8.67,0.47,12.6,0.8,standing
38,9500,44.67,0.47,9.25,0.43,11.67,0.47,standing
39,9750,44.5,0.5,9.0,0.0,9.33,0.47,standing
40,10000,44.33,0.47,10.33,1.25,10.5,1.12,standing
41,10250,44.0,0.0,13.5,0.5,11.75,0.43,standing
42,10500,44.0,0.71,13.5,1.12,13.25,1.79,standing
43,10750,44.0,0.0,14.5,0.5,12.5,0.5,standing
44,11000,43.5,1.12,13.5,1.12,12.75,1.3,standing
45,11250,42.75,0.83,9.0,2.74,13.33,0.94,standing
46,11500,43.0,1.0,8.25,0.83,11.75,0.43,standing
47,11750,42.75,0.83,6.67,0.94,13.33,1.25,standing
48,12000,42.0,0.0,6.0,0.0,15.0,0.71,standing
49,12250,41.75,0.43,11.0,1.41,16.75,1.3,standing
50,12500,41.5,0.5,12.5,0.5,15.25,0.43,standing
51,12750,41.67,0.47,14.5,0.5,15.0,0.82,standing
52,13000,41.75,0.43,14.25,0.43,14.5,0.5,standing
53,13250,41.33,0.47,13.33,1.25,14.5,0.87,standing
54,13500,41.33,0.47,12.5,0.5,15.25,0.43,standing
55,13750,41.5,0.5,12.75,0.83,16.0,1.0,standing
56,14000,41.67,0.47,13.67,0.47,17.0,0.0,standing
57,14250,39.8,0.75,12.0,0.0,17.33,1.11,standing
58,14500,38.33,1.7,12.0,0.0,16.5,0.5,standing
59,14750,39.5,0.5,6.33,4.11,13.33,1.25,standing
60,15000,39.5,0.5,10.25,1.3,12.75,0.83,standing
61,15250,39.0,0.0,7.5,1.12,12.67,0.94,standing
62,15500,39.0,0.0,7.0,1.58,13.33,0.94,standing
63,15750,38.33,0.47,13.0,1.41,14.25,1.3,standing
64,16000,39.0,0.0,15.0,0.0,12.0,0.0,standing
65,16250,39.25,0.43,15.0,0.0,11.75,0.43,standing
66,16500,39.0,0.0,15.25,0.43,11.0,1.0,standing
67,16750,39.25,0.43,16.0,0.0,10.0,0.82,standing
68,17000,39.0,0.0,12.33,2.05,13.0,0.82,standing
69,17250,38.75,0.43,10.75,2.38,12.5,1.8,standing
70,17500,39.33,0.47,16.75,1.3,13.67,2.36,standing
71,17750,40.33,0.47,15.75,0.83,20.0,0.82,standing
72,18000,42.0,0.0,13.0,0.82,18.75,1.92,standing
73,18250,43.0,0.0,4.0,2.0,14.25,1.3,standing
74,18500,43.75,0.83,10.75,1.3,14.5,1.12,standing
75,18750,43.5,0.5,12.0,0.0,14.25,1.3,standing
76,19000,42.25,0.43,12.67,0.47,16.0,1.41,standing
77,19250,42.0,0.0,12.0,0.0,14.67,0.47,standing
78,19500,42.0,0.0,12.5,0.87,14.75,1.09,standing
79,19750,42.0,0.0,13.5,0.5,15.5,0.5,standing
80,20000,42.0,0.0,14.75,0.43,15.0,0.0,standing
81,20250,42.25,0.43,14.25,0.83,14.5,0.5,standing
82,20500,42.5,0.5,12.0,0.0,15.67,0.94,standing
83,20750,42.25,0.43,11.5,0.5,16.75,0.83,standing
84,21000,42.5,0.5,12.0,0.0,17.33,0.47,standing
85,21250,42.5,0.5,14.0,0.82,17.67,0.47,standing
86,21500,42.67,0.47,15.0,0.0,18.0,0.0,standing
87,21750,42.0,0.0,15.5,0.5,18.0,0.0,standing
88,22000,42.5,0.5,15.25,0.43,17.75,0.43,standing
89,22250,43.0,0.71,16.0,0.0,17.0,0.82,standing
90,22500,42.5,0.5,15.0,0.0,17.0,0.82,standing
91,22750,42.33,0.47,15.0,0.82,16.75,1.09,standing
92,23000,42.5,0.5,12.0,0.0,16.75,0.83,standing
93,23250,42.5,0.5,12.25,0.43,16.75,0.43,standing
94,23500,42.5,0.5,12.25,0.43,17.0,1.0,standing
95,23750,42.33,0.47,12.33,0.47,17.25,0.83,standing
96,24000,42.25,0.43,12.25,0.43,17.0,0.71,standing
97,24250,42.33,0.47,12.33,0.47,16.0,0.71,standing
98,24500,42.33,0.47,12.0,0.0,16.0,1.41,standing
99,24750,42.5,0.5,12.0,0.0,16.75,1.09,standing
100,25000,42.33,0.47,11.25,0.43,15.0,0.0,standing
101,25250,42.0,0.0,12.0,0.0,14.75,0.43,standing
102,25500,42.0,0.0,11.75,0.43,14.25,0.83,standing
103,25750,42.0,0.0,12.0,0.0,15.5,0.5,standing
104,26000,42.0,0.0,12.0,0.0,15.25,0.43,standing
105,26250,42.0,0.0,12.25,0.43,14.75,0.83,standing
106,26500,42.5,0.5,11.75,1.09,15.0,0.0,standing
107,26750,42.5,0.5,11.0,0.0,14.25,0.83,standing
108,27000,42.33,0.47,10.33,0.47,14.25,0.83,standing
109,27250,42.75,0.83,10.33,1.25,14.67,0.47,standing
110,27500,43.0,0.71,10.75,1.09,14.0,1.0,standing
111,27750,43.5,0.5,12.0,0.0,14.0,0.82,standing
112,28000,43.5,0.5,12.5,0.5,13.25,0.83,standing
113,28250,43.5,0.5,12.0,0.0,13.25,1.3,standing
114,28500,43.67,0.47,12.33,0.47,13.25,0.83,standing
