,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,45.0,0.0,18.25,0.43,9.5,0.5,standing
1,250,45.0,0.0,20.0,0.0,9.0,0.0,standing
2,500,44.75,0.43,18.75,0.43,9.75,0.83,standing
3,750,44.33,0.47,18.25,0.43,11.0,1.0,standing
4,1000,43.33,0.47,18.33,0.47,10.0,0.71,standing
5,1250,44.5,0.5,18.75,0.43,10.25,0.83,standing
6,1500,44.5,0.5,18.25,0.43,11.0,0.82,standing
7,1750,44.5,0.5,19.0,0.71,11.5,0.87,standing
8,2000,43.5,0.5,20.75,0.43,11.0,0.71,standing
9,2250,44.25,0.43,20.25,0.43,11.75,0.43,standing
10,2500,44.5,0.5,20.75,0.43,7.5,1.5,standing
11,2750,44.5,0.5,20.5,0.5,8.0,3.0,standing
12,3000,44.5,0.5,20.0,0.0,9.33,0.47,standing
13,3250,44.5,0.5,20.0,0.0,9.5,0.5,standing
14,3500,44.75,0.43,19.75,0.43,9.67,0.94,standing
15,3750,45.0,0.0,19.0,0.0,8.67,0.47,standing
16,4000,45.0,0.0,19.5,0.87,9.0,0.0,standing
17,4250,45.0,0.0,18.33,0.47,9.25,1.09,standing
18,4500,45.0,0.0,18.25,0.43,8.75,0.43,standing
19,4750,44.75,0.43,18.75,0.43,8.5,1.5,standing
20,5000,44.75,0.43,19.0,0.0,9.5,0.87,standing
21,5250,45.0,0.0,19.75,0.43,9.5,1.8,standing
22,5500,45.0,0.0,19.67,0.47,10.67,0.47,standing
23,5750,45.0,0.0,20.0,0.0,9.5,0.5,standing
24,6000,45.0,0.0,20.0,0.0,9.67,0.47,standing
25,6250,45.0,0.0,20.0,0.0,10.5,1.12,standing
26,6500,45.0,0.0,20.75,0.43,11.5,0.87,standing
27,6750,45.0,0.0,21.0,0.0,13.0,0.71,standing
28,7000,45.0,0.0,21.0,0.0,12.25,0.43,standing
29,7250,44.67,0.47,21.0,0.0,10.75,1.09,standing
30,7500,45.0,0.0,21.0,0.0,10.0,0.71,standing
31,7750,44.5,0.5,21.0,0.0,10.0,1.22,standing
32,8000,45.0,0.0,21.0,0.0,12.5,0.5,standing
33,8250,45.0,0.0,21.0,0.0,12.25,0.43,standing
34,8500,45.0,0.0,21.0,0.0,13.0,1.22,standing
35,8750,45.0,0.0,20.75,0.43,12.0,0.0,standing
36,9000,45.0,0.0,20.67,0.47,10.33,1.25,standing
37,9250,45.0,0.0,20.0,0.63,5.25,0.83,standing
38,9500,45.0,0.0,19.0,0.0,1.0,0.0,standing
39,9750,45.0,0.0,18.75,0.43,1.0,0.0,standing
40,10000,44.33,0.47,19.33,0.47,7.0,0.82,standing
41,10250,44.5,0.5,20.75,0.43,6.5,1.5,standing
42,10500,44.5,0.5,20.5,0.5,10.0,0.71,standing
43,10750,44.5,0.5,21.0,0.0,10.25,0.43,standing
44,11000,44.5,0.5,21.0,0.0,9.25,0.43,standing
45,11250,45.0,0.0,20.75,0.43,9.75,0.43,standing
46,11500,45.0,0.0,19.75,0.43,9.0,0.0,standing
47,11750,45.0,0.0,20.0,0.0,6.25,1.48,standing
48,12000,45.0,0.0,20.0,0.0,5.75,1.64,standing
49,12250,45.0,0.0,18.67,0.47,6.33,0.47,standing
50,12500,45.0,0.0,19.0,0.0,4.0,0.82,standing
51,12750,45.0,0.0,19.33,0.47,5.0,0.82,standing
52,13000,45.0,0.0,20.0,0.71,5.5,0.5,standing
