,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,45.0,0.0,17.25,0.43,13.5,0.87,standing
1,250,45.0,0.0,17.75,0.43,13.75,0.83,standing
2,500,45.0,0.0,17.25,0.43,13.75,0.83,standing
3,750,45.0,0.0,16.5,1.12,14.67,0.47,standing
4,1000,45.0,0.0,15.5,0.5,14.25,1.48,standing
5,1250,45.0,0.0,15.25,0.43,14.75,0.83,standing
6,1500,45.0,0.0,15.0,0.0,14.75,0.83,standing
7,1750,45.0,0.0,15.0,0.0,15.25,0.83,standing
8,2000,44.75,0.43,15.0,0.0,15.75,0.83,standing
9,2250,44.75,0.43,15.0,0.0,15.25,0.43,standing
10,2500,45.0,0.0,14.75,0.43,14.5,0.87,standing
11,2750,45.0,0.0,14.5,0.5,12.5,0.5,standing
12,3000,45.0,0.0,15.0,0.0,12.33,0.47,standing
13,3250,45.0,0.0,15.75,0.43,12.5,0.87,standing
14,3500,45.0,0.0,16.5,0.5,13.0,1.22,standing
15,3750,45.0,0.0,16.5,0.5,13.67,0.47,standing
16,4000,45.0,0.0,16.67,0.47,14.67,0.47,standing
17,4250,45.0,0.0,18.0,0.0,14.25,0.83,standing
18,4500,45.0,0.0,18.25,0.43,14.4,0.49,standing
19,4750,45.0,0.0,18.25,0.43,15.0,0.71,standing
20,5000,45.0,0.0,18.75,0.43,15.67,0.47,standing
21,5250,45.0,0.0,19.0,0.71,15.25,0.43,standing
22,5500,45.0,0.0,18.0,0.0,14.5,0.5,standing
23,5750,44.75,0.43,16.75,0.83,15.25,0.43,standing
24,6000,44.33,0.47,15.0,0.0,14.5,0.5,standing
25,6250,44.0,0.71,15.25,0.43,13.75,1.3,standing
26,6500,45.0,0.0,17.25,1.3,11.0,1.22,standing
27,6750,45.0,0.0,18.0,0.0,10.25,0.83,standing
28,7000,45.0,0.0,18.75,0.43,9.25,0.43,standing
29,7250,45.0,0.0,19.0,0.0,11.75,1.09,standing
30,7500,45.0,0.0,19.25,0.43,14.0,1.22,standing
31,7750,45.0,0.0,19.0,0.0,14.75,0.43,standing
32,8000,45.0,0.0,18.0,0.0,15.75,0.43,standing
33,8250,45.0,0.0,18.0,0.0,16.0,0.71,standing
34,8500,45.0,0.0,18.0,0.0,15.67,0.94,standing
35,8750,45.0,0.0,17.75,0.43,15.75,0.83,standing
36,9000,45.0,0.0,17.75,0.43,15.75,0.83,standing
37,9250,45.0,0.0,17.5,0.5,15.0,0.0,standing
38,9500,45.0,0.0,18.0,0.0,14.75,0.43,standing
39,9750,45.0,0.0,18.0,0.0,14.67,0.47,standing
40,10000,45.0,0.0,17.25,0.43,13.5,1.12,standing
41,10250,45.0,0.0,18.0,0.0,13.5,1.12,standing
42,10500,45.0,0.0,18.75,0.43,14.25,0.83,standing
43,10750,45.0,0.0,18.5,0.5,14.5,0.5,standing
44,11000,45.0,0.0,18.25,0.43,15.5,0.5,standing
45,11250,45.0,0.0,18.5,0.5,15.5,0.5,standing
46,11500,45.0,0.0,18.25,0.43,16.0,0.71,standing
47,11750,45.0,0.0,17.0,1.0,16.75,1.3,standing
48,12000,45.0,0.0,15.0,0.0,16.25,0.43,standing
49,12250,45.0,0.0,15.0,0.0,15.25,0.43,standing
50,12500,45.0,0.0,15.25,0.43,14.75,0.43,standing
51,12750,45.0,0.0,15.0,0.0,14.75,0.43,standing
52,13000,44.75,0.43,16.5,1.12,14.75,0.43,standing
