,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,46.25,0.43,18.25,0.43,14.75,0.43,standing
1,250,46.0,0.71,18.5,0.87,14.25,0.83,standing
2,500,46.25,0.83,18.5,0.87,13.75,0.83,standing
3,750,46.25,0.83,18.67,0.47,14.0,0.82,standing
4,1000,46.0,1.0,18.5,0.5,13.25,0.83,standing
5,1250,46.25,0.43,18.0,0.0,13.8,1.47,standing
6,1500,46.5,0.5,18.75,0.43,15.0,0.71,standing
7,1750,46.5,0.5,18.33,0.47,15.33,0.47,standing
8,2000,46.5,0.5,18.25,0.43,14.25,1.3,standing
9,2250,46.33,0.94,19.25,1.3,13.0,0.82,standing
10,2500,46.25,0.43,19.0,1.22,13.75,1.3,standing
11,2750,45.5,0.5,18.5,0.87,14.0,1.0,standing
12,3000,45.0,0.0,18.0,0.0,14.0,1.0,standing
13,3250,45.5,0.5,18.0,0.0,13.5,1.12,standing
14,3500,45.5,0.5,18.5,0.5,13.25,1.09,standing
15,3750,45.5,0.5,18.75,0.43,14.25,0.83,standing
16,4000,45.5,0.5,18.0,0.0,14.25,0.83,standing
17,4250,45.0,0.0,17.75,0.43,14.5,0.87,standing
18,4500,45.25,0.43,18.33,0.47,14.0,0.82,standing
19,4750,45.25,0.43,18.0,0.0,13.5,0.5,standing
20,5000,45.0,0.0,17.5,0.5,12.67,0.47,standing
21,5250,45.0,0.0,17.25,0.83,13.0,0.71,standing
22,5500,45.0,0.0,17.75,0.43,12.75,0.43,standing
23,5750,45.0,0.0,18.0,0.0,12.75,0.43,standing
24,6000,45.0,0.0,18.25,0.43,13.25,1.3,standing
25,6250,45.0,0.0,18.25,0.43,13.75,0.43,standing
26,6500,45.0,0.0,18.0,0.0,13.5,0.5,standing
27,6750,45.0,0.0,18.25,0.43,14.0,1.0,standing
28,7000,45.0,0.0,18.0,0.0,14.25,0.83,standing
29,7250,45.0,0.0,18.0,0.0,14.0,1.0,standing
30,7500,45.0,0.0,18.33,0.47,14.33,0.94,standing
31,7750,45.0,0.0,18.25,0.43,15.5,0.5,standing
32,8000,45.33,0.47,18.0,0.0,15.33,0.47,standing
33,8250,45.0,0.0,18.33,0.47,15.75,0.83,standing
34,8500,45.0,0.0,18.5,0.5,15.25,0.43,standing
35,8750,45.0,0.0,18.75,0.43,15.0,0.0,standing
36,9000,45.25,0.43,18.75,0.83,14.5,0.5,standing
37,9250,45.5,0.5,19.0,0.71,15.0,0.0,standing
38,9500,45.5,0.5,18.33,0.47,14.0,0.82,standing
39,9750,45.25,0.43,18.5,0.87,14.5,0.5,standing
40,10000,45.25,0.43,17.75,0.43,14.5,0.5,standing
41,10250,45.5,0.5,18.0,0.0,14.5,0.5,standing
42,10500,45.25,0.43,18.33,0.47,14.33,0.47,standing
43,10750,45.0,0.0,18.25,0.43,14.67,0.47,standing
44,11000,45.0,0.0,18.75,0.43,14.5,0.87,standing
45,11250,45.5,0.5,18.33,0.47,14.33,0.47,standing
46,11500,45.33,0.47,17.33,0.47,12.25,0.43,standing
47,11750,45.75,0.43,17.75,0.43,12.0,0.0,standing
48,12000,45.5,0.5,18.25,0.43,12.0,1.87,standing
49,12250,45.33,0.47,18.33,0.47,16.75,1.09,standing
50,12500,45.5,0.5,19.75,1.3,17.0,1.22,standing
51,12750,45.5,0.5,18.25,0.43,16.5,1.12,standing
52,13000,46.0,0.0,19.0,0.0,17.67,0.94,standing
53,13250,46.0,0.0,18.0,0.0,17.25,0.43,standing
54,13500,46.33,0.94,18.5,0.5,18.0,0.0,standing
55,13750,45.8,0.75,19.0,0.71,17.8,0.4,standing
56,14000,46.25,0.43,19.0,0.71,15.75,0.83,standing
57,14250,46.67,0.47,18.5,0.5,14.67,0.47,standing
58,14500,46.67,0.47,18.33,0.47,14.5,0.5,standing
59,14750,46.75,0.43,18.0,0.0,13.25,1.09,standing
60,15000,46.75,0.43,18.0,0.0,12.25,0.43,standing
61,15250,46.5,0.5,18.25,0.43,12.0,0.0,standing
62,15500,47.0,0.0,18.25,0.43,12.25,0.43,standing
63,15750,46.5,0.5,18.25,0.43,12.0,0.0,standing
64,16000,46.75,0.43,18.67,0.47,12.0,0.0,standing
65,16250,46.5,0.5,18.5,0.87,10.5,1.12,standing
66,16500,47.33,0.47,18.25,0.43,11.33,0.47,standing
67,16750,46.5,0.5,18.25,0.43,11.25,1.09,standing
68,17000,46.5,0.5,18.25,0.43,12.0,0.71,standing
69,17250,46.25,0.83,18.5,0.5,13.5,0.87,standing
70,17500,46.5,0.5,18.5,0.5,13.0,0.71,standing
71,17750,46.0,0.82,18.33,0.47,13.25,0.83,standing
72,18000,46.6,0.49,19.0,0.82,13.0,0.0,standing
73,18250,46.33,0.47,19.33,0.47,12.25,0.43,standing
74,18500,46.25,0.83,19.0,0.71,13.25,0.83,standing
75,18750,46.5,0.5,19.5,1.12,12.5,0.5,standing
76,19000,46.5,0.5,18.0,0.0,10.0,0.71,standing
77,19250,46.5,0.5,18.25,0.43,9.75,1.48,standing
78,19500,46.25,0.43,19.25,0.43,12.0,0.71,standing
79,19750,46.5,0.5,18.0,0.0,11.67,0.47,standing
80,20000,46.5,0.5,18.0,0.0,12.0,0.71,standing
81,20250,46.67,0.47,18.0,0.0,10.67,1.25,standing
82,20500,46.33,0.47,18.0,0.0,13.25,0.83,standing
83,20750,46.33,0.47,18.67,0.47,12.75,0.83,standing
84,21000,46.5,0.5,18.5,0.5,12.5,0.5,standing
85,21250,46.5,0.5,18.5,0.5,13.0,1.22,standing
86,21500,45.5,0.5,18.5,0.87,14.25,0.83,standing
87,21750,45.5,0.5,18.25,0.43,14.0,0.71,standing
88,22000,45.75,0.43,19.0,0.82,13.33,1.25,standing
89,22250,46.5,0.5,18.33,0.47,12.67,0.47,standing
90,22500,46.5,0.5,18.5,0.5,11.0,0.71,standing
91,22750,46.5,0.5,18.0,0.0,11.25,0.83,standing
92,23000,47.0,0.0,17.75,0.43,11.33,0.94,standing
93,23250,47.0,0.71,17.5,0.5,11.25,0.83,standing
94,23500,46.33,0.47,18.0,0.0,12.25,1.09,standing
95,23750,46.4,0.49,18.0,0.0,12.75,0.83,standing
96,24000,46.33,0.47,18.0,0.0,13.25,1.3,standing
97,24250,46.0,0.0,18.0,0.0,14.5,0.5,standing
98,24500,45.75,0.83,18.0,0.0,13.75,0.83,standing
99,24750,45.75,0.83,17.5,0.5,12.75,0.43,standing
100,25000,45.5,0.5,16.75,0.43,13.0,1.0,standing
