,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,40.5,2.6,17.25,3.9,15.5,3.28,cycling
1,250,35.5,1.5,19.75,1.3,18.5,3.77,cycling
2,500,35.25,1.3,13.67,6.13,18.5,0.5,cycling
3,750,35.25,3.9,14.75,3.27,21.25,1.79,cycling
4,1000,32.25,2.49,10.67,6.6,15.5,4.39,cycling
5,1250,41.0,1.41,15.0,2.0,14.0,1.63,cycling
6,1500,37.67,6.6,15.0,4.24,14.25,2.49,cycling
7,1750,35.5,1.5,20.75,4.55,16.25,2.86,cycling
8,2000,32.75,2.17,13.5,6.58,12.75,4.32,cycling
9,2250,30.0,3.54,10.0,5.52,15.0,3.0,cycling
10,2500,35.0,1.41,8.75,3.27,15.67,3.3,cycling
11,2750,40.0,1.0,17.5,1.5,10.5,6.42,cycling
12,3000,38.33,1.7,14.33,3.3,16.75,2.49,cycling
13,3250,36.75,0.83,21.0,0.0,17.5,1.8,cycling
14,3500,34.25,3.03,13.0,3.94,13.25,2.95,cycling
15,3750,31.25,3.42,14.75,4.97,17.0,1.73,cycling
16,4000,35.5,3.35,9.5,1.5,16.0,2.83,cycling
17,4250,40.5,1.12,15.0,1.22,15.75,4.76,cycling
18,4500,39.5,3.77,14.0,2.12,18.5,3.77,cycling
19,4750,37.0,1.22,22.5,1.5,18.0,0.0,cycling
20,5000,35.25,2.59,21.25,2.17,9.75,1.48,cycling
21,5250,33.0,5.92,16.75,3.7,14.75,4.6,cycling
22,5500,34.5,3.35,12.0,5.39,12.0,3.24,cycling
23,5750,40.25,2.49,11.25,2.68,14.75,5.54,cycling
24,6000,38.33,2.62,9.67,4.11,20.33,2.05,cycling
25,6250,33.0,2.45,17.33,7.41,18.0,6.52,cycling
26,6500,36.5,0.5,22.25,2.05,11.0,6.44,cycling
27,6750,38.0,2.12,17.0,3.74,16.33,5.25,cycling
28,7000,35.25,3.96,17.67,1.25,15.25,4.55,cycling
29,7250,39.75,2.49,12.5,1.5,15.25,5.07,cycling
30,7500,36.25,2.17,17.0,2.94,18.0,2.16,cycling
31,7750,37.25,1.3,23.0,1.22,18.5,1.8,cycling
32,8000,33.75,2.49,15.5,2.18,8.25,5.12,cycling
33,8250,34.0,3.74,14.67,6.34,16.25,2.68,cycling
34,8500,30.75,4.82,17.33,0.47,15.0,0.71,cycling
35,8750,38.25,1.3,14.25,1.92,10.67,1.25,cycling
36,9000,41.75,0.83,17.5,0.5,13.25,5.58,cycling
37,9250,40.0,3.27,16.5,4.5,17.33,4.5,cycling
38,9500,36.0,2.12,17.25,3.27,20.5,1.5,cycling
39,9750,34.5,1.5,16.25,1.79,10.0,5.52,cycling
40,10000,35.33,3.3,16.5,3.35,17.0,2.16,cycling
41,10250,35.33,2.49,14.67,2.05,10.5,3.2,cycling
42,10500,39.25,2.17,15.67,1.25,14.25,3.9,cycling
43,10750,38.75,3.49,11.0,3.94,19.0,1.58,cycling
44,11000,37.25,1.09,21.25,1.48,16.5,1.8,cycling
45,11250,36.5,2.29,14.5,2.5,2.5,0.5,cycling
46,11500,34.75,3.03,15.67,2.49,16.0,2.94,cycling
47,11750,26.0,7.52,14.0,1.58,15.5,5.02,cycling
48,12000,37.25,1.3,11.25,2.17,10.75,2.77,cycling
49,12250,41.5,0.5,14.5,5.59,18.67,2.62,cycling
50,12500,36.0,4.24,19.25,3.83,15.75,3.9,cycling
51,12750,35.5,1.5,17.75,4.6,11.67,5.31,cycling
52,13000,34.5,2.69,16.33,4.64,16.33,3.86,cycling
53,13250,36.5,3.2,12.0,2.94,15.67,2.62,cycling
54,13500,39.67,0.47,13.0,3.08,13.33,0.94,cycling
55,13750,41.5,0.87,13.5,4.15,16.75,3.27,cycling
56,14000,35.5,2.6,19.25,5.4,19.25,3.03,cycling
57,14250,36.25,0.43,16.33,3.68,10.67,5.44,cycling
58,14500,35.75,3.63,16.5,1.5,17.5,6.8,cycling
59,14750,34.0,1.41,11.67,0.94,12.75,5.12,cycling
60,15000,41.75,2.49,17.67,0.47,16.0,1.41,cycling
61,15250,40.75,2.95,15.33,4.92,16.25,3.49,cycling
62,15500,36.75,0.83,23.0,1.41,11.0,4.55,cycling
63,15750,32.5,4.09,14.5,3.04,14.25,6.76,cycling
64,16000,31.5,2.6,11.25,5.8,17.25,5.93,cycling
65,16250,37.5,1.5,10.33,3.86,11.0,4.32,cycling
66,16500,38.75,2.17,15.25,0.43,15.33,2.49,cycling
67,16750,41.33,1.7,15.0,2.24,13.33,5.79,cycling
68,17000,34.75,2.86,17.0,5.34,13.5,1.12,cycling
69,17250,36.0,2.12,13.0,5.43,15.0,6.48,cycling
70,17500,33.5,3.5,10.75,5.76,11.5,4.97,cycling
71,17750,37.0,1.41,12.33,2.05,11.75,6.72,cycling
72,18000,37.0,4.18,15.75,3.34,11.33,5.31,cycling
73,18250,35.25,1.3,18.75,2.86,13.0,3.39,cycling
74,18500,31.0,1.58,14.75,2.05,16.5,4.56,cycling
75,18750,36.67,0.94,17.0,0.82,12.5,4.39,cycling
76,19000,39.75,1.3,17.67,2.05,19.67,3.4,cycling
77,19250,34.75,4.55,14.25,1.3,16.33,3.09,cycling
78,19500,29.0,2.16,15.5,3.57,16.67,3.86,cycling
79,19750,36.75,2.49,14.25,2.86,14.5,2.5,cycling
80,20000,37.33,1.25,14.33,0.47,14.0,3.16,cycling
81,20250,34.0,2.55,13.5,5.59,10.75,4.26,cycling
82,20500,36.0,3.08,14.25,4.49,14.0,7.79,cycling
83,20750,33.5,4.92,14.75,2.86,13.5,4.03,cycling
84,21000,37.75,1.48,12.0,5.52,8.67,0.47,cycling
85,21250,39.25,2.17,16.5,4.5,19.75,1.79,cycling
86,21500,34.25,2.38,16.5,4.56,14.0,8.63,cycling
87,21750,32.5,5.17,14.0,7.25,15.33,9.98,cycling
88,22000,38.0,2.12,12.0,4.74,11.0,6.68,cycling
89,22250,40.25,2.05,18.0,2.12,19.0,1.22,cycling
90,22500,36.75,1.3,18.67,2.62,19.5,1.5,cycling
91,22750,35.0,1.41,17.0,3.67,10.33,1.25,cycling
92,23000,32.67,6.94,15.67,0.94,15.33,4.03,cycling
93,23250,36.0,0.0,10.0,2.83,8.33,4.99,cycling
94,23500,38.0,1.58,13.5,1.5,14.75,3.77,cycling
95,23750,39.0,3.54,15.25,4.76,19.0,3.39,cycling
96,24000,35.25,1.3,21.25,0.43,15.5,5.12,cycling
97,24250,34.5,4.97,15.0,2.12,16.0,8.03,cycling
98,24500,33.25,5.36,12.25,1.48,8.0,3.74,cycling
99,24750,40.25,1.48,12.33,3.77,13.33,1.25,cycling
100,25000,38.0,4.74,17.33,3.77,20.0,5.1,cycling
101,25250,35.0,1.41,19.75,3.27,18.67,1.7,cycling
102,25500,37.0,2.83,13.33,6.13,19.5,1.5,cycling
103,25750,32.25,4.92,11.0,5.1,15.75,2.59,cycling
104,26000,40.0,0.82,14.67,3.3,15.5,2.18,cycling
105,26250,38.0,4.9,13.25,4.02,17.5,3.77,cycling
