,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,39.33,2.36,15.0,4.24,13.5,3.2,cycling
1,250,33.0,2.45,20.25,1.92,18.67,0.47,cycling
2,500,31.5,5.59,19.0,4.97,19.5,0.5,cycling
3,750,34.5,4.72,14.0,5.89,16.0,4.58,cycling
4,1000,39.0,1.58,14.67,3.68,19.5,1.5,cycling
5,1250,41.5,0.87,17.0,3.24,17.25,4.66,cycling
6,1500,36.75,2.49,18.25,1.79,20.75,0.43,cycling
7,1750,30.5,0.5,19.75,1.09,17.25,3.9,cycling
8,2000,34.25,3.49,16.0,4.0,16.5,4.72,cycling
9,2250,38.25,1.3,10.5,4.5,14.0,1.0,cycling
10,2500,40.5,1.5,17.25,3.27,13.25,3.7,cycling
11,2750,36.67,0.94,18.0,3.67,17.0,3.74,cycling
12,3000,33.0,0.0,23.33,0.94,18.0,3.54,cycling
13,3250,35.0,5.48,16.25,2.68,17.75,1.92,cycling
14,3500,35.5,2.06,17.25,2.86,16.75,4.76,cycling
15,3750,41.5,1.8,19.25,1.48,14.0,2.74,cycling
16,4000,40.5,5.02,16.33,2.62,13.0,2.12,cycling
17,4250,33.0,3.0,22.0,1.22,17.33,2.62,cycling
18,4500,34.25,5.89,18.25,5.58,15.25,2.17,cycling
19,4750,30.75,10.85,15.25,1.09,15.0,6.04,cycling
20,5000,40.75,1.64,17.0,1.41,8.67,4.71,cycling
21,5250,42.67,0.94,17.0,1.41,13.5,5.89,cycling
22,5500,36.75,3.27,18.5,4.5,21.75,1.48,cycling
23,5750,34.5,1.5,22.75,1.3,16.0,1.0,cycling
24,6000,34.33,5.44,19.0,1.73,14.0,1.22,cycling
25,6250,32.33,2.62,15.0,2.45,13.75,4.71,cycling
26,6500,36.33,2.49,18.33,2.49,14.67,4.92,cycling
27,6750,41.0,1.41,16.75,1.79,16.5,2.6,cycling
28,7000,35.75,3.9,19.0,2.12,17.75,2.49,cycling
29,7250,32.75,3.83,16.75,3.49,13.75,2.95,cycling
30,7500,32.0,6.78,18.0,4.24,15.33,4.03,cycling
31,7750,35.0,1.0,12.0,0.0,18.75,3.11,cycling
32,8000,41.33,1.7,15.25,3.56,18.0,2.45,cycling
33,8250,39.0,2.24,16.0,3.74,17.5,4.5,cycling
34,8500,34.25,2.17,17.75,2.77,18.5,3.57,cycling
35,8750,36.5,2.87,19.0,4.95,14.0,2.35,cycling
36,9000,34.5,1.5,16.5,5.55,19.25,3.49,cycling
37,9250,38.75,3.49,20.0,1.58,15.33,2.87,cycling
38,9500,42.75,1.92,17.25,5.93,20.25,1.48,cycling
39,9750,35.75,3.9,20.0,1.22,15.5,3.57,cycling
40,10000,34.0,1.73,19.67,1.7,18.33,2.05,cycling
41,10250,38.67,2.49,15.0,4.06,16.0,4.0,cycling
42,10500,29.0,6.16,11.0,3.74,16.25,2.38,cycling
43,10750,37.0,1.87,16.75,3.56,11.5,2.5,cycling
44,11000,42.5,1.12,18.5,1.8,14.5,2.06,cycling
45,11250,35.75,3.9,22.5,1.5,20.75,3.96,cycling
46,11500,35.25,1.3,17.75,6.57,15.75,1.92,cycling
47,11750,30.5,5.41,12.25,2.86,15.0,5.2,cycling
48,12000,36.0,2.35,10.25,1.79,17.25,3.27,cycling
49,12250,41.75,1.79,16.5,3.35,15.0,1.58,cycling
50,12500,40.0,2.74,16.0,1.41,16.67,3.4,cycling
51,12750,36.0,2.45,17.25,3.49,20.33,1.7,cycling
52,13000,35.5,3.5,17.0,4.24,11.67,5.31,cycling
53,13250,34.25,5.21,15.25,4.09,17.25,3.27,cycling
54,13500,37.0,2.92,16.5,2.69,13.33,5.79,cycling
55,13750,42.75,0.83,17.25,1.48,14.0,6.36,cycling
56,14000,36.75,2.49,22.75,2.17,19.0,5.96,cycling
57,14250,34.25,2.17,18.75,2.28,13.25,4.92,cycling
58,14500,33.5,5.59,13.25,2.59,17.25,2.86,cycling
59,14750,38.25,2.28,17.0,4.06,14.25,2.49,cycling
60,15000,42.75,0.83,21.0,2.16,17.33,4.03,cycling
61,15250,37.5,2.69,20.0,4.69,18.0,2.55,cycling
62,15500,33.33,1.89,19.75,1.3,17.67,2.05,cycling
63,15750,33.25,7.36,16.75,4.09,15.75,3.56,cycling
64,16000,36.0,0.0,13.0,3.56,18.0,3.08,cycling
65,16250,40.25,1.92,20.5,0.87,17.33,0.47,cycling
66,16500,38.5,3.35,20.0,2.24,18.5,2.06,cycling
67,16750,36.25,0.43,17.75,2.95,16.75,5.07,cycling
68,17000,36.0,3.67,18.0,2.55,15.25,3.63,cycling
69,17250,36.0,5.2,12.0,1.63,3.0,0.0,cycling
70,17500,42.0,1.22,18.25,0.43,17.75,2.17,cycling
71,17750,39.5,5.68,18.33,2.49,18.33,2.05,cycling
72,18000,34.25,2.38,18.75,2.49,19.75,1.3,cycling
73,18250,33.0,3.67,19.75,2.95,16.0,2.74,cycling
74,18500,32.75,4.32,15.25,4.09,15.0,3.0,cycling
75,18750,37.33,1.25,18.75,5.36,15.33,2.36,cycling
76,19000,42.0,1.63,21.67,0.94,12.75,1.48,cycling
77,19250,33.75,4.82,19.0,1.0,16.6,3.5,cycling
78,19500,35.0,1.41,16.5,1.66,20.33,3.86,cycling
79,19750,35.4,2.24,13.25,4.44,12.8,2.32,cycling
80,20000,32.75,3.7,19.0,3.24,10.5,3.2,cycling
81,20250,39.0,2.45,19.75,4.6,10.5,1.5,cycling
82,20500,40.75,1.09,19.0,2.45,13.75,3.77,cycling
83,20750,32.33,3.3,18.33,2.36,17.5,3.35,cycling
84,21000,33.0,0.0,16.67,3.3,16.75,3.63,cycling
85,21250,31.5,6.34,17.25,3.7,11.0,5.24,cycling
86,21500,36.0,2.12,19.5,2.29,11.5,5.41,cycling
87,21750,40.5,1.12,18.5,1.12,16.5,2.6,cycling
88,22000,39.0,3.67,16.75,4.32,21.0,1.87,cycling
89,22250,33.5,2.18,20.0,1.22,16.5,5.02,cycling
90,22500,33.25,8.41,20.5,2.06,15.5,3.28,cycling
91,22750,35.75,1.79,17.0,4.32,13.0,3.74,cycling
92,23000,40.75,1.48,22.33,0.94,6.0,0.0,cycling
93,23250,39.0,5.2,16.5,3.2,16.5,3.2,cycling
94,23500,36.0,0.0,22.25,1.09,15.0,4.12,cycling
95,23750,35.25,2.49,24.0,0.0,14.0,7.31,cycling
96,24000,35.5,3.5,19.25,4.26,15.25,4.44,cycling
97,24250,37.5,2.6,16.25,6.02,11.5,4.03,cycling
98,24500,42.5,1.8,19.5,1.12,13.0,1.73,cycling
99,24750,36.67,4.11,19.0,3.67,20.67,2.05,cycling
100,25000,34.25,1.79,19.25,2.59,16.5,4.72,cycling
101,25250,35.67,6.13,18.33,0.47,14.25,3.96,cycling
102,25500,36.33,0.47,12.67,6.94,16.5,2.06,cycling
103,25750,42.67,0.94,20.67,0.47,14.25,2.86,cycling
104,26000,39.0,6.52,20.25,1.3,16.0,3.54,cycling
105,26250,34.25,1.79,23.5,0.87,13.0,4.74,cycling
106,26500,35.25,3.11,21.25,1.79,17.75,2.49,cycling
107,26750,29.0,7.84,11.33,3.4,12.67,1.7,cycling
108,27000,38.5,1.8,19.75,2.77,14.0,2.12,cycling
109,27250,40.75,1.09,17.75,0.43,11.25,6.34,cycling
110,27500,36.0,2.12,19.25,2.77,22.0,1.0,cycling
111,27750,34.25,2.17,23.25,0.83,19.5,2.6,cycling
112,28000,38.67,4.03,23.0,0.82,17.0,4.0,cycling
113,28250,31.4,6.62,16.8,3.06,11.5,2.99,cycling
114,28500,40.25,1.3,21.33,0.47,12.0,0.0,cycling
115,28750,33.67,3.77,20.25,2.77,20.67,2.05,cycling
116,29000,35.0,1.41,24.0,0.0,19.33,1.25,cycling
117,29250,34.33,3.4,15.33,4.92,13.5,6.87,cycling
118,29500,30.25,7.36,15.33,4.92,14.0,2.0,cycling
119,29750,39.75,2.49,18.25,2.17,15.75,2.49,cycling
120,30000,39.75,3.96,16.67,1.89,18.75,4.97,cycling
121,30250,33.75,2.49,23.5,0.87,20.25,1.3,cycling
122,30500,34.75,4.82,19.75,1.79,14.5,1.5,cycling
123,30750,32.25,7.69,14.33,0.94,10.33,6.13,cycling
124,31000,41.25,1.3,15.0,3.67,16.5,4.5,cycling
125,31250,42.67,1.7,14.75,2.38,14.67,4.5,cycling
126,31500,34.0,2.74,21.5,2.29,16.75,4.6,cycling
127,31750,34.67,1.89,19.33,4.11,12.0,2.24,cycling
128,32000,35.0,4.06,12.25,3.9,12.25,2.68,cycling
129,32250,36.75,1.3,14.0,6.12,6.67,5.91,cycling
130,32500,43.0,1.58,18.5,2.29,11.0,4.64,cycling
131,32750,34.5,5.02,17.5,4.97,15.0,5.72,cycling
132,33000,35.33,1.7,20.33,1.7,15.0,6.0,cycling
133,33250,33.25,5.89,15.5,6.8,17.6,2.33,cycling
134,33500,35.25,3.11,16.25,1.3,15.75,2.49,cycling
135,33750,41.75,1.79,22.67,1.89,14.33,1.7,cycling
136,34000,39.5,5.55,20.0,4.06,19.0,1.22,cycling
137,34250,35.25,1.3,19.75,4.32,16.25,3.42,cycling
138,34500,34.33,3.4,22.5,1.5,20.33,0.47,cycling
139,34750,33.25,5.97,16.5,5.32,14.5,3.2,cycling
140,35000,39.75,2.49,16.5,1.66,15.25,1.79,cycling
141,35250,42.5,0.87,19.5,1.5,17.5,2.5,cycling
142,35500,37.33,1.89,18.33,4.5,18.5,4.33,cycling
143,35750,36.0,2.12,22.25,2.49,14.5,5.77,cycling
144,36000,37.75,2.05,19.0,0.82,10.5,5.72,cycling
145,36250,35.5,3.91,11.75,3.9,10.0,2.92,cycling
146,36500,41.75,1.79,17.25,2.49,18.25,2.17,cycling
147,36750,39.75,4.49,17.75,2.95,18.75,2.49,cycling
148,37000,36.0,0.0,23.25,1.3,15.5,5.68,cycling
149,37250,36.0,2.12,20.0,1.73,18.5,2.29,cycling
150,37500,32.75,3.27,9.67,2.62,9.5,4.5,cycling
151,37750,39.25,0.83,15.67,2.62,12.0,4.24,cycling
152,38000,41.25,0.83,20.25,0.83,18.75,1.48,cycling
153,38250,36.67,0.47,21.5,2.87,20.67,0.47,cycling
154,38500,35.25,3.27,20.0,4.74,15.5,4.82,cycling
155,38750,30.33,4.03,14.67,2.49,10.25,5.4,cycling
156,39000,38.0,2.12,20.25,1.3,18.33,1.89,cycling
157,39250,43.0,1.58,17.75,4.09,14.0,5.72,cycling
158,39500,35.25,4.44,18.5,5.12,13.33,3.09,cycling
159,39750,34.5,1.5,23.75,0.43,16.0,4.32,cycling
160,40000,33.75,1.92,15.67,2.87,20.0,0.82,cycling
161,40250,36.0,3.0,11.75,6.02,15.5,1.66,cycling
162,40500,43.33,1.7,19.25,1.09,19.67,1.89,cycling
163,40750,36.25,4.92,16.25,4.97,16.5,1.12,cycling
164,41000,33.75,1.3,24.5,0.87,17.5,2.29,cycling
165,41250,35.33,7.41,17.67,2.87,20.0,1.22,cycling
166,41500,35.0,5.34,17.67,0.47,14.0,1.41,cycling
167,41750,38.5,1.12,14.5,2.5,15.0,2.16,cycling
168,42000,36.0,2.12,18.0,4.3,21.33,2.05,cycling
169,42250,34.5,1.5,19.75,3.63,17.0,5.05,cycling
170,42500,30.5,6.87,14.0,5.52,15.5,2.69,cycling
171,42750,36.0,0.0,12.75,3.56,8.75,2.95,cycling
172,43000,39.75,1.3,17.75,1.92,10.5,2.5,cycling
173,43250,38.25,4.82,13.75,3.03,19.0,2.55,cycling
174,43500,34.5,1.5,24.0,1.0,13.75,4.02,cycling
175,43750,34.0,4.74,20.75,2.28,15.0,2.24,cycling
176,44000,36.25,2.17,16.5,3.2,13.25,3.63,cycling
177,44250,42.0,2.12,17.33,0.94,9.67,1.25,cycling
178,44500,40.0,4.85,16.0,2.0,17.33,2.62,cycling
179,44750,35.25,1.3,24.0,0.0,15.75,4.82,cycling
180,45000,39.33,2.36,22.0,2.45,19.0,1.41,cycling
181,45250,31.25,7.56,11.5,4.15,13.25,5.31,cycling
182,45500,39.0,2.24,16.25,1.09,18.25,1.79,cycling
183,45750,37.75,1.79,14.75,5.85,15.75,5.12,cycling
184,46000,35.67,0.47,25.33,1.25,10.5,6.42,cycling
185,46250,34.0,4.74,22.0,1.22,19.75,1.92,cycling
186,46500,36.0,2.55,11.67,1.25,17.5,2.87,cycling
187,46750,41.25,1.3,15.25,2.95,14.75,2.68,cycling
188,47000,39.0,4.06,17.5,4.33,18.75,5.12,cycling
189,47250,36.0,0.0,24.0,2.12,13.25,4.92,cycling
190,47500,32.5,4.5,17.5,4.5,18.5,2.18,cycling
191,47750,32.5,4.61,12.67,5.73,12.5,1.5,cycling
192,48000,40.75,1.64,8.33,3.3,6.0,5.0,cycling
193,48250,39.67,2.87,19.0,1.63,15.0,2.12,cycling
194,48500,35.5,1.5,18.75,3.77,18.5,4.15,cycling
195,48750,34.0,1.41,24.0,0.0,7.67,5.25,cycling
196,49000,33.0,6.52,19.33,2.05,18.5,3.84,cycling
197,49250,38.67,0.47,14.33,0.94,18.5,2.29,cycling
198,49500,42.0,1.41,15.5,4.82,16.25,2.95,cycling
199,49750,34.75,4.76,13.75,7.46,15.75,2.28,cycling
200,50000,36.0,0.0,19.75,3.03,14.5,4.97,cycling
201,50250,34.25,6.61,17.0,3.16,15.5,2.6,cycling
202,50500,37.0,2.35,18.25,2.05,14.0,1.22,cycling
203,50750,41.75,0.43,18.75,1.3,16.5,4.5,cycling
204,51000,39.0,3.67,14.5,2.5,22.0,1.41,cycling
205,51250,34.75,1.3,27.67,0.94,9.67,5.44,cycling
206,51500,32.75,2.17,22.75,3.42,18.5,2.06,cycling
207,51750,28.0,6.16,19.25,1.92,14.67,4.19,cycling
208,52000,40.0,2.83,15.33,6.65,16.0,1.22,cycling
209,52250,42.67,1.25,17.67,4.03,18.67,0.94,cycling
210,52500,35.25,4.44,22.25,1.92,12.25,6.18,cycling
211,52750,35.75,0.43,22.0,1.22,13.67,3.3,cycling
