,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,41.25,1.3,8.5,1.12,20.75,0.83,cycling
1,250,44.0,1.41,12.67,2.36,17.25,2.86,cycling
2,500,35.25,4.32,14.0,4.55,17.25,3.7,cycling
3,750,33.0,2.12,17.0,1.41,15.0,4.55,cycling
4,1000,35.25,5.89,16.25,3.03,14.75,5.63,cycling
5,1250,34.5,4.39,9.5,1.8,19.25,2.05,cycling
6,1500,41.5,1.5,12.33,3.77,17.75,2.49,cycling
7,1750,42.25,0.43,13.67,2.87,16.67,1.89,cycling
8,2000,35.25,3.77,14.5,4.92,17.25,3.27,cycling
9,2250,31.0,1.87,20.33,0.94,17.0,0.0,cycling
10,2500,33.33,3.68,16.5,4.03,13.67,1.25,cycling
11,2750,35.75,4.09,14.75,2.49,17.5,4.97,cycling
12,3000,41.0,1.41,10.0,1.63,21.25,1.09,cycling
13,3250,42.25,0.43,14.25,2.28,15.25,3.77,cycling
14,3500,35.75,3.27,15.25,2.17,19.0,2.0,cycling
15,3750,33.0,0.0,17.0,1.0,16.75,2.77,cycling
16,4000,36.5,2.87,14.25,4.92,13.5,5.02,cycling
17,4250,32.5,4.15,12.33,5.25,18.25,3.56,cycling
18,4500,40.67,1.25,13.5,1.5,20.0,2.55,cycling
19,4750,42.25,0.43,12.75,4.49,16.0,3.0,cycling
20,5000,34.5,4.5,19.25,1.3,20.25,4.55,cycling
21,5250,30.75,1.3,19.33,1.7,13.33,1.25,cycling
22,5500,35.0,3.67,14.5,6.06,13.25,2.17,cycling
23,5750,39.33,0.47,13.33,3.09,18.5,1.5,cycling
24,6000,41.33,0.94,12.0,4.06,19.0,1.41,cycling
25,6250,42.25,0.43,15.25,3.49,18.0,2.55,cycling
26,6500,33.0,3.0,17.0,3.67,20.0,1.63,cycling
27,6750,31.67,1.89,17.67,2.05,17.25,3.96,cycling
28,7000,32.75,3.27,19.25,2.68,15.0,0.82,cycling
29,7250,34.5,3.2,15.5,4.92,19.0,2.74,cycling
30,7500,40.33,1.25,14.0,3.74,22.0,1.41,cycling
31,7750,43.5,1.5,13.75,2.77,14.5,7.37,cycling
32,8000,35.75,4.55,15.75,2.59,14.75,4.32,cycling
