,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,39.67,0.47,8.75,0.43,14.67,0.47,lying
1,250,39.67,0.47,8.75,0.43,14.67,0.47,lying
2,500,39.33,0.47,8.0,0.82,14.25,0.43,lying
3,750,39.67,0.47,7.5,0.5,13.67,1.25,lying
4,1000,39.33,0.47,9.0,0.0,13.5,0.5,lying
5,1250,39.8,0.75,8.4,0.49,13.25,0.83,lying
6,1500,39.33,0.47,7.67,0.47,13.75,0.83,lying
7,1750,39.5,0.5,8.5,0.5,13.75,1.3,lying
8,2000,39.5,0.5,6.75,1.48,13.75,1.09,lying
9,2250,39.5,0.5,1.5,0.5,14.25,0.43,lying
10,2500,39.5,0.5,1.0,0.0,12.25,0.43,lying
11,2750,39.5,0.5,2.0,0.0,11.0,0.82,lying
12,3000,39.5,0.5,4.0,1.58,9.25,0.83,lying
13,3250,39.5,0.5,6.0,0.0,8.0,1.0,lying
14,3500,39.67,0.47,6.25,0.43,9.33,0.47,lying
15,3750,39.67,0.47,6.5,1.12,9.33,1.25,lying
16,4000,39.5,0.5,8.5,0.5,11.25,0.83,lying
17,4250,39.5,0.5,8.0,0.0,11.67,0.47,lying
18,4500,39.5,0.5,5.75,0.43,12.0,0.0,lying
19,4750,39.67,0.47,4.75,0.83,11.67,0.47,lying
20,5000,39.33,0.47,7.0,0.82,11.5,0.5,lying
21,5250,39.5,0.5,7.0,0.0,8.5,0.5,lying
22,5500,39.5,0.5,6.0,0.71,8.25,1.79,lying
23,5750,39.75,0.43,4.75,0.83,9.75,0.83,lying
24,6000,39.5,0.5,6.75,0.43,10.5,1.12,lying
25,6250,39.5,0.5,6.5,0.87,11.5,0.5,lying
26,6500,39.67,0.47,5.5,0.5,12.0,0.0,lying
27,6750,39.5,0.5,5.5,0.87,10.0,0.71,lying
28,7000,39.5,0.5,5.67,1.25,9.33,0.47,lying
29,7250,39.5,0.5,6.25,0.43,7.5,0.5,lying
30,7500,39.5,0.5,6.5,0.5,7.75,0.83,lying
31,7750,39.5,0.5,9.0,0.0,9.33,0.47,lying
32,8000,39.67,0.47,8.0,0.71,10.0,0.82,lying
33,8250,39.5,0.5,8.0,1.58,11.25,0.83,lying
34,8500,39.67,0.47,8.5,0.5,11.0,0.82,lying
35,8750,39.33,0.47,9.33,0.47,10.75,1.09,lying
36,9000,39.67,0.47,8.25,0.83,11.67,0.47,lying
37,9250,39.5,0.5,5.5,1.12,9.0,0.71,lying
38,9500,39.5,0.5,5.33,2.05,8.33,0.94,lying
39,9750,39.5,0.5,7.0,0.82,10.33,1.25,lying
40,10000,39.5,0.5,8.5,0.87,11.0,1.22,lying
41,10250,39.5,0.5,8.0,0.82,9.67,0.94,lying
42,10500,39.5,0.5,7.0,0.82,9.75,0.83,lying
43,10750,39.67,0.47,8.25,0.83,9.67,0.47,lying
44,11000,39.5,0.5,9.0,0.0,9.25,0.43,lying
45,11250,39.67,0.47,9.0,1.0,7.75,0.43,lying
46,11500,39.5,0.5,8.75,0.43,8.0,0.71,lying
47,11750,39.67,0.47,8.5,0.87,9.67,0.47,lying
48,12000,39.5,0.5,10.5,0.87,10.25,0.83,lying
49,12250,39.5,0.5,9.5,0.5,10.5,0.5,lying
