,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,47.33,0.47,28.0,0.82,34.25,1.3,bending1
1,250,47.5,0.5,29.0,1.22,36.0,0.0,bending1
2,500,47.5,0.5,30.0,0.0,36.75,0.83,bending1
3,750,47.0,0.71,28.0,1.22,37.0,1.22,bending1
4,1000,45.0,0.71,24.25,1.79,36.0,0.0,bending1
5,1250,41.0,3.0,22.5,1.12,36.0,0.0,bending1
6,1500,36.25,0.43,26.75,0.43,36.0,0.0,bending1
7,1750,36.0,0.0,28.0,0.71,36.0,0.0,bending1
8,2000,38.5,2.29,24.0,2.12,35.0,1.22,bending1
9,2250,43.75,1.3,21.25,0.43,33.75,1.3,bending1
10,2500,45.0,0.0,24.0,0.0,36.25,0.43,bending1
11,2750,46.25,0.43,26.75,0.43,37.0,1.0,bending1
12,3000,46.5,0.5,27.0,0.0,37.0,1.0,bending1
13,3250,46.5,0.5,27.0,0.0,36.75,0.83,bending1
14,3500,45.75,0.83,24.75,1.3,36.25,0.43,bending1
15,3750,43.75,1.09,23.0,0.0,36.0,0.0,bending1
16,4000,42.0,0.0,23.75,0.43,36.0,0.0,bending1
17,4250,42.33,0.47,23.5,0.87,36.0,0.0,bending1
18,4500,43.67,0.47,21.0,0.0,36.0,0.0,bending1
19,4750,44.75,0.43,22.0,0.71,36.0,0.0,bending1
20,5000,45.0,0.0,22.25,0.43,36.0,0.0,bending1
21,5250,45.0,0.0,22.75,0.43,36.75,0.83,bending1
22,5500,45.5,0.5,23.75,0.43,37.0,1.0,bending1
23,5750,46.5,0.5,24.25,0.43,37.25,1.3,bending1
24,6000,46.75,0.43,24.5,0.5,37.0,1.0,bending1
25,6250,46.25,0.83,24.33,0.47,36.67,0.94,bending1
26,6500,45.25,0.43,22.4,1.2,36.2,0.4,bending1
27,6750,43.0,1.41,21.0,0.0,34.0,1.41,bending1
28,7000,38.5,1.8,24.0,0.0,33.0,0.0,bending1
29,7250,36.0,0.0,27.33,1.25,34.0,1.41,bending1
30,7500,36.0,0.0,28.75,0.83,35.5,0.87,bending1
31,7750,39.5,2.29,25.5,1.5,36.0,0.0,bending1
32,8000,44.0,0.82,21.25,1.48,36.0,0.0,bending1
33,8250,45.0,0.0,21.5,1.12,36.0,0.0,bending1
34,8500,46.33,0.47,24.0,0.0,36.75,0.83,bending1
35,8750,47.5,0.5,26.5,0.5,37.0,1.0,bending1
36,9000,47.75,0.43,27.5,0.5,37.0,1.0,bending1
37,9250,47.5,0.5,27.25,0.43,37.5,1.5,bending1
38,9500,46.5,0.5,26.0,0.82,37.0,1.41,bending1
39,9750,45.75,0.83,24.25,0.43,37.0,1.0,bending1
40,10000,45.0,0.0,26.0,1.58,37.75,1.3,bending1
41,10250,45.25,0.43,24.75,1.92,38.5,0.5,bending1
42,10500,45.67,0.47,21.5,0.5,38.67,0.47,bending1
43,10750,45.75,0.43,22.25,0.43,38.5,0.5,bending1
44,11000,45.5,0.5,22.75,0.43,38.5,0.5,bending1
45,11250,45.5,0.5,24.25,0.43,38.5,0.5,bending1
46,11500,45.0,0.0,24.0,0.0,38.5,0.5,bending1
47,11750,45.0,0.0,24.0,0.0,38.25,0.83,bending1
48,12000,45.0,0.0,23.75,0.43,37.75,1.3,bending1
49,12250,45.25,0.43,24.0,0.0,37.5,1.5,bending1
50,12500,45.0,0.0,23.75,0.43,37.5,1.5,bending1
51,12750,45.25,0.43,23.5,0.5,37.5,1.5,bending1
52,13000,45.0,0.0,23.25,0.43,37.5,1.5,bending1
53,13250,45.0,0.0,21.67,0.47,37.67,0.94,bending1
54,13500,45.33,0.47,24.0,0.0,38.67,0.47,bending1
55,13750,45.0,0.0,23.5,0.5,38.0,1.0,bending1
56,14000,45.0,0.0,23.67,0.47,38.0,1.0,bending1
57,14250,45.0,0.0,23.5,0.5,38.0,1.0,bending1
58,14500,45.0,0.0,24.0,0.0,38.25,0.83,bending1
59,14750,45.0,0.0,20.75,2.17,38.5,0.5,bending1
60,15000,45.0,0.0,14.5,1.8,38.25,0.83,bending1
61,15250,45.0,0.0,11.0,0.71,38.5,0.5,bending1
62,15500,45.0,0.0,11.67,0.47,38.5,0.5,bending1
63,15750,45.0,0.0,15.0,2.12,38.25,0.83,bending1
64,16000,45.0,0.0,14.25,1.48,38.5,0.5,bending1
65,16250,45.0,0.0,11.0,0.71,37.75,1.3,bending1
66,16500,45.0,0.0,11.5,1.5,37.5,1.12,bending1
67,16750,45.0,0.0,18.25,3.7,38.33,0.94,bending1
68,17000,44.0,1.22,20.5,0.87,36.75,0.83,bending1
69,17250,40.75,1.09,21.33,1.25,36.0,0.0,bending1
70,17500,38.0,1.22,24.0,0.0,36.0,0.0,bending1
71,17750,36.33,0.47,24.0,0.0,36.0,0.0,bending1
72,18000,35.75,1.79,25.5,1.12,36.0,0.0,bending1
73,18250,36.5,0.87,24.25,0.43,34.5,1.5,bending1
74,18500,37.0,1.41,21.67,0.94,36.25,0.43,bending1
75,18750,42.25,0.83,20.5,0.87,36.25,0.43,bending1
76,19000,44.75,0.43,18.75,1.3,36.0,0.0,bending1
77,19250,45.5,0.5,23.5,1.5,36.0,0.0,bending1
78,19500,46.0,0.71,25.0,0.71,36.0,0.0,bending1
79,19750,45.5,0.5,23.75,0.43,37.0,1.22,bending1
80,20000,45.25,0.43,25.0,1.22,37.75,1.3,bending1
81,20250,44.75,0.43,25.0,1.41,37.0,1.41,bending1
82,20500,44.5,0.5,24.0,0.0,37.0,1.0,bending1
83,20750,44.67,0.47,24.0,0.0,37.33,0.94,bending1
84,21000,44.33,0.47,23.67,0.47,37.25,1.3,bending1
85,21250,44.75,0.43,22.5,0.5,37.75,1.3,bending1
86,21500,44.75,0.43,23.75,0.43,37.25,1.3,bending1
87,21750,44.33,0.47,24.0,0.0,37.25,1.3,bending1
88,22000,44.5,0.5,23.0,0.0,37.25,1.3,bending1
89,22250,44.5,0.5,23.75,0.43,37.25,1.3,bending1
90,22500,44.33,0.47,23.67,0.47,37.5,1.5,bending1
91,22750,44.75,0.43,22.33,0.94,37.67,0.94,bending1
92,23000,45.0,0.0,22.75,0.83,37.0,1.0,bending1
93,23250,44.25,0.83,21.0,0.0,36.25,0.43,bending1
94,23500,43.25,0.83,20.5,0.5,36.0,0.0,bending1
95,23750,43.5,0.5,20.25,0.43,36.0,0.0,bending1
96,24000,43.75,0.43,21.0,0.0,36.0,0.0,bending1
97,24250,43.5,0.5,21.0,0.0,36.0,0.0,bending1
98,24500,45.0,0.0,21.75,0.83,36.0,0.0,bending1
99,24750,45.0,0.0,25.0,1.22,37.0,0.82,bending1
100,25000,45.25,0.43,22.0,1.63,36.67,0.94,bending1
101,25250,45.0,0.0,21.0,0.0,37.0,1.41,bending1
102,25500,45.0,0.0,21.0,0.0,38.0,1.0,bending1
103,25750,45.0,0.0,22.75,1.3,38.0,0.71,bending1
104,26000,45.0,0.0,23.0,1.22,36.0,0.0,bending1
105,26250,44.5,0.87,19.75,0.83,36.0,0.0,bending1
106,26500,41.5,1.5,21.0,1.41,33.75,1.3,bending1
107,26750,38.0,1.22,23.0,0.0,32.25,0.83,bending1
108,27000,37.0,1.0,22.5,0.5,32.0,0.0,bending1
109,27250,38.5,0.5,22.0,0.0,33.0,0.0,bending1
110,27500,40.75,0.83,22.0,0.0,33.0,0.0,bending1
111,27750,42.33,0.47,21.5,0.5,35.0,1.41,bending1
112,28000,44.75,0.43,21.0,0.0,36.0,0.0,bending1
113,28250,45.0,0.0,23.0,0.82,36.0,0.0,bending1
114,28500,45.67,0.47,24.0,0.0,36.75,0.83,bending1
115,28750,47.25,0.43,24.0,0.0,37.0,1.0,bending1
116,29000,47.5,0.5,25.0,0.71,37.0,1.0,bending1
117,29250,46.75,0.43,24.5,0.5,36.75,0.83,bending1
118,29500,45.75,0.83,24.0,0.0,36.25,0.43,bending1
119,29750,44.5,0.87,23.0,1.22,36.0,0.0,bending1
120,30000,41.5,1.5,21.0,0.0,36.0,0.0,bending1
121,30250,36.5,1.5,22.25,1.3,36.0,0.0,bending1
122,30500,36.33,0.47,27.33,1.25,36.0,0.0,bending1
123,30750,36.0,0.0,25.5,2.06,36.0,0.0,bending1
124,31000,41.0,1.22,20.0,0.71,36.0,0.0,bending1
125,31250,44.0,0.71,20.75,0.43,36.0,0.0,bending1
126,31500,45.0,0.0,23.67,0.47,36.25,0.43,bending1
127,31750,46.0,0.0,24.25,0.43,37.0,1.0,bending1
128,32000,46.5,0.5,27.0,0.0,37.5,1.5,bending1
129,32250,47.0,0.0,26.75,0.43,37.25,1.3,bending1
130,32500,46.5,0.5,25.0,1.22,36.75,0.83,bending1
131,32750,45.5,0.5,23.75,0.43,36.0,0.0,bending1
132,33000,44.0,1.22,20.25,0.83,36.0,0.0,bending1
133,33250,40.5,1.5,20.67,0.47,36.0,0.0,bending1
134,33500,37.0,1.41,24.25,1.09,35.0,1.41,bending1
135,33750,35.25,1.3,27.0,0.0,36.0,0.0,bending1
136,34000,38.25,1.48,23.0,1.22,36.0,0.0,bending1
137,34250,43.5,1.12,21.0,0.0,36.0,0.0,bending1
138,34500,45.0,0.0,24.0,0.0,36.75,0.83,bending1
139,34750,46.5,0.5,25.75,1.3,36.75,0.83,bending1
140,35000,47.25,0.43,28.0,0.71,36.5,0.5,bending1
141,35250,47.75,0.43,29.75,0.43,36.75,0.83,bending1
142,35500,47.25,0.83,28.5,1.12,37.0,1.0,bending1
143,35750,45.75,0.83,24.5,1.5,36.25,0.43,bending1
144,36000,42.75,1.79,19.5,1.5,36.0,0.0,bending1
145,36250,37.0,1.73,24.33,1.25,36.0,0.0,bending1
146,36500,36.0,0.0,26.75,0.43,36.25,0.43,bending1
147,36750,40.0,1.63,23.5,1.5,36.0,0.0,bending1
148,37000,43.33,0.94,21.67,0.94,36.25,0.43,bending1
149,37250,45.5,0.5,24.25,0.43,36.75,0.83,bending1
150,37500,47.25,0.43,24.0,0.0,36.75,0.83,bending1
151,37750,47.5,0.5,24.0,0.0,37.0,1.0,bending1
152,38000,46.5,0.5,24.0,0.0,37.0,1.0,bending1
153,38250,46.5,0.5,24.0,0.0,37.5,1.5,bending1
154,38500,45.25,0.43,19.5,4.15,37.75,1.3,bending1
155,38750,42.5,1.5,16.75,2.17,37.75,1.3,bending1
156,39000,40.25,1.3,20.5,2.29,36.25,0.43,bending1
157,39250,37.25,1.3,24.67,0.94,35.0,1.41,bending1
158,39500,35.25,1.3,26.75,0.43,33.0,0.0,bending1
159,39750,37.33,1.89,25.0,1.0,33.0,0.0,bending1
160,40000,43.25,1.3,22.5,1.12,33.0,0.0,bending1
161,40250,45.0,0.0,21.75,0.83,33.75,1.3,bending1
162,40500,46.0,0.82,25.0,1.22,36.0,0.0,bending1
163,40750,46.67,0.47,27.0,0.0,36.0,0.0,bending1
164,41000,45.33,0.47,25.25,1.3,35.0,1.41,bending1
165,41250,43.5,1.5,21.0,1.87,33.0,0.0,bending1
166,41500,38.0,1.41,21.0,0.0,33.0,0.0,bending1
167,41750,36.5,0.87,23.0,1.41,32.67,0.47,bending1
168,42000,35.25,1.3,23.25,0.83,33.0,0.0,bending1
169,42250,38.5,2.29,14.5,4.77,35.0,1.22,bending1
170,42500,44.0,1.22,13.25,4.44,36.0,0.0,bending1
171,42750,45.0,0.0,19.5,1.12,36.0,0.0,bending1
172,43000,44.75,0.43,20.0,0.82,36.0,0.0,bending1
173,43250,45.0,0.0,21.5,1.66,36.5,0.5,bending1
174,43500,45.0,0.0,20.25,1.48,36.0,0.0,bending1
175,43750,41.0,2.0,22.5,1.5,35.25,1.3,bending1
176,44000,33.75,1.3,25.33,1.25,33.0,0.0,bending1
177,44250,38.0,2.83,26.0,1.41,35.5,1.5,bending1
178,44500,44.0,1.22,16.25,3.42,36.75,0.83,bending1
179,44750,45.0,0.0,24.0,1.87,37.5,1.5,bending1
180,45000,45.33,0.47,26.0,1.41,38.0,1.0,bending1
181,45250,45.5,0.5,26.75,0.43,37.75,1.3,bending1
182,45500,45.5,0.5,28.25,0.83,37.75,1.3,bending1
183,45750,45.0,0.0,27.5,0.87,38.0,1.0,bending1
184,46000,45.0,0.0,27.0,0.0,37.75,1.3,bending1
185,46250,45.0,0.0,26.5,0.5,38.0,1.0,bending1
186,46500,45.0,0.0,26.25,1.3,37.75,0.83,bending1
187,46750,44.75,0.43,24.75,0.83,37.5,1.5,bending1
188,47000,44.75,0.43,22.0,1.41,37.0,1.41,bending1
189,47250,42.0,2.12,20.25,1.3,35.5,1.5,bending1
190,47500,36.75,2.28,22.25,0.83,32.5,0.5,bending1
191,47750,36.75,0.83,23.5,1.8,32.25,0.83,bending1
192,48000,39.33,0.47,27.0,0.0,33.0,0.0,bending1
193,48250,37.5,1.5,24.75,1.3,33.0,0.0,bending1
194,48500,39.33,2.05,21.0,0.0,31.75,0.83,bending1
195,48750,43.25,0.83,22.0,1.22,30.75,0.83,bending1
196,49000,45.0,0.0,25.25,0.83,33.75,1.3,bending1
197,49250,46.0,0.71,25.0,0.71,36.75,0.83,bending1
198,49500,46.25,0.83,25.25,0.83,36.75,0.83,bending1
199,49750,45.25,0.43,22.25,1.3,36.0,0.0,bending1
200,50000,42.0,2.12,21.0,0.0,32.75,0.43,bending1
201,50250,36.0,2.12,24.25,0.83,34.0,1.41,bending1
202,50500,35.5,1.5,25.0,1.22,35.25,1.3,bending1
203,50750,37.75,1.79,22.33,1.25,33.0,0.0,bending1
204,51000,42.33,0.47,24.0,0.0,33.0,0.0,bending1
205,51250,44.8,0.4,25.0,1.26,36.0,1.53,bending1
206,51500,46.25,0.43,27.5,0.5,37.25,1.3,bending1
207,51750,46.25,0.83,27.75,1.09,36.75,0.83,bending1
208,52000,45.25,0.43,25.33,0.47,36.0,0.0,bending1
209,52250,42.0,2.12,21.5,1.5,36.0,0.0,bending1
210,52500,35.67,2.49,24.75,0.83,36.33,0.47,bending1
211,52750,35.67,0.47,26.33,0.47,36.25,0.43,bending1
212,53000,36.75,1.3,24.75,1.3,34.5,1.5,bending1
213,53250,41.5,0.87,17.5,2.06,33.75,1.3,bending1
214,53500,44.75,0.43,19.75,2.38,36.0,0.0,bending1
215,53750,45.25,0.43,20.33,1.7,35.33,0.94,bending1
216,54000,46.0,1.0,24.0,0.0,36.0,0.0,bending1
217,54250,45.5,0.5,23.67,0.47,36.0,0.0,bending1
218,54500,45.0,0.0,24.0,0.0,33.75,1.3,bending1
219,54750,45.0,0.0,24.0,0.0,33.0,0.0,bending1
220,55000,45.0,0.0,22.0,2.12,33.0,0.0,bending1
221,55250,44.33,0.47,21.0,0.0,32.0,0.0,bending1
222,55500,43.5,1.12,21.0,0.0,32.75,0.43,bending1
223,55750,43.0,0.0,21.25,0.43,33.0,0.0,bending1
224,56000,44.0,1.0,22.75,0.43,33.0,0.0,bending1
225,56250,45.0,0.0,24.0,0.0,33.0,0.0,bending1
226,56500,45.0,0.0,22.0,1.0,33.75,1.3,bending1
227,56750,45.0,0.0,20.25,0.83,36.0,0.0,bending1
228,57000,45.25,0.43,18.75,1.3,36.0,0.0,bending1
229,57250,43.75,1.09,22.75,1.09,33.75,1.3,bending1
230,57500,38.75,2.17,24.0,0.0,33.0,0.0,bending1
231,57750,35.0,1.22,26.25,1.3,33.75,1.3,bending1
232,58000,36.0,0.0,27.0,0.63,33.6,1.2,bending1
233,58250,39.25,1.79,24.0,0.71,35.25,1.3,bending1
234,58500,43.5,1.12,21.0,0.0,36.0,0.0,bending1
235,58750,45.0,0.0,22.0,0.82,36.0,0.0,bending1
236,59000,45.25,0.43,24.0,0.0,36.5,0.5,bending1
237,59250,45.75,0.43,24.0,0.0,36.5,0.5,bending1
238,59500,45.25,0.43,23.0,1.22,36.25,0.43,bending1
239,59750,44.0,1.22,20.5,0.5,36.0,0.0,bending1
240,60000,39.75,1.79,23.5,0.87,35.0,1.22,bending1
241,60250,36.67,0.94,26.0,1.22,34.67,1.25,bending1
242,60500,35.25,1.3,27.25,0.43,36.0,0.0,bending1
243,60750,36.67,0.94,26.0,1.41,34.5,1.5,bending1
244,61000,43.25,1.3,21.5,0.87,35.25,1.3,bending1
245,61250,45.0,0.0,20.33,0.47,36.0,0.0,bending1
246,61500,45.0,0.0,22.5,1.12,36.25,0.43,bending1
247,61750,45.75,0.43,24.0,0.0,36.75,0.83,bending1
248,62000,45.5,0.5,24.0,0.0,36.75,0.83,bending1
249,62250,45.5,0.5,23.75,0.43,36.5,0.5,bending1
250,62500,44.25,1.3,21.25,0.43,36.0,0.0,bending1
251,62750,39.0,2.12,25.25,1.3,35.25,1.3,bending1
252,63000,36.0,0.0,27.33,0.47,35.0,1.41,bending1
253,63250,37.75,1.3,25.0,1.41,33.0,0.0,bending1
254,63500,42.0,1.41,21.5,2.29,33.0,0.0,bending1
255,63750,45.0,0.0,15.5,1.12,35.25,1.3,bending1
256,64000,45.0,0.0,20.25,0.83,36.0,0.0,bending1
257,64250,45.0,0.0,24.0,0.0,36.0,0.0,bending1
258,64500,45.0,0.0,23.67,0.47,36.5,0.5,bending1
259,64750,45.0,0.0,23.0,1.22,36.0,0.0,bending1
260,65000,43.5,1.12,20.5,0.5,36.0,0.0,bending1
261,65250,40.5,1.5,21.0,0.82,36.0,0.0,bending1
262,65500,38.75,1.09,23.5,1.5,36.0,0.0,bending1
263,65750,42.25,0.43,18.67,0.94,36.0,0.0,bending1
264,66000,45.0,0.0,21.0,0.71,36.25,0.43,bending1
265,66250,45.25,0.43,24.5,0.5,37.25,1.3,bending1
266,66500,46.0,0.71,26.0,0.71,37.0,1.0,bending1
267,66750,45.75,0.83,24.75,0.83,36.25,0.43,bending1
268,67000,45.0,0.0,21.5,0.87,35.0,1.41,bending1
