,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,35.0,3.67,16.5,3.77,14.0,1.63,walking
1,250,28.5,3.35,17.5,3.77,12.25,3.9,walking
2,500,35.5,2.87,15.75,2.86,17.75,5.07,walking
3,750,29.75,12.19,16.25,2.17,20.75,2.59,walking
4,1000,27.0,2.12,16.75,0.83,24.75,1.64,walking
5,1250,36.0,5.61,12.25,2.28,19.25,2.68,walking
6,1500,38.5,4.33,16.0,5.7,15.25,2.38,walking
7,1750,35.25,2.49,16.0,1.41,15.0,2.83,walking
8,2000,35.75,7.05,11.0,4.42,12.5,8.08,walking
9,2250,36.0,7.04,15.0,2.12,16.75,4.02,walking
10,2500,23.75,5.49,12.33,2.05,16.75,5.31,walking
11,2750,37.0,5.05,16.67,2.36,17.0,1.41,walking
12,3000,39.5,2.18,20.67,2.05,15.67,6.13,walking
13,3250,36.5,2.29,21.33,1.89,12.0,2.45,walking
14,3500,31.5,7.23,17.25,5.07,15.0,3.54,walking
15,3750,33.0,5.72,20.25,0.83,14.33,9.74,walking
16,4000,30.4,2.33,19.5,2.06,22.2,3.31,walking
17,4250,37.5,4.97,12.0,4.74,13.25,3.03,walking
18,4500,41.33,0.94,18.5,4.09,11.67,7.76,walking
19,4750,38.5,0.5,19.0,2.0,16.5,1.5,walking
20,5000,38.5,0.5,19.0,2.0,16.5,1.5,walking
21,5250,36.15,3.74,16.5,4.17,14.69,6.12,walking
22,5500,36.15,3.74,16.5,4.17,14.69,6.12,walking
23,5750,32.0,2.74,17.67,3.68,15.0,2.16,walking
24,6000,41.25,3.77,15.25,1.79,17.5,1.5,walking
25,6250,38.5,0.5,15.5,3.28,18.5,1.12,walking
26,6500,36.0,3.67,14.5,2.18,16.75,2.38,walking
27,6750,40.75,6.38,12.25,6.61,14.0,5.52,walking
28,7000,28.5,1.12,15.25,4.09,14.25,5.12,walking
29,7250,25.25,3.63,14.67,4.92,16.67,1.89,walking
30,7500,39.0,3.54,16.75,3.27,19.25,2.38,walking
31,7750,29.25,5.67,13.0,5.83,16.0,1.22,walking
32,8000,25.67,4.19,17.67,2.05,17.5,3.5,walking
33,8250,39.0,3.54,13.75,2.59,18.75,1.79,walking
34,8500,30.0,0.71,14.0,2.92,19.0,4.06,walking
35,8750,24.5,3.57,15.5,3.35,16.25,6.3,walking
36,9000,38.25,5.8,12.0,2.55,18.0,2.74,walking
37,9250,37.5,1.5,15.33,1.25,18.0,1.63,walking
38,9500,35.33,1.7,16.0,1.41,17.25,3.56,walking
39,9750,40.25,3.63,13.75,5.31,15.25,5.67,walking
40,10000,33.75,6.53,5.5,4.15,16.25,4.55,walking
41,10250,31.75,1.3,16.75,5.17,12.75,8.26,walking
42,10500,36.75,3.34,14.75,2.17,16.5,3.84,walking
43,10750,40.5,1.5,17.75,3.11,17.0,2.45,walking
44,11000,37.75,1.09,16.75,3.49,22.0,2.35,walking
45,11250,41.0,2.74,9.5,4.92,14.75,3.56,walking
46,11500,34.5,6.18,13.33,3.4,12.25,7.08,walking
47,11750,28.67,1.7,19.67,1.25,17.5,0.5,walking
48,12000,36.0,6.36,14.0,4.06,19.25,1.09,walking
49,12250,41.0,2.55,10.33,6.24,14.25,3.34,walking
50,12500,37.5,1.5,16.25,3.83,17.0,3.24,walking
