,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,29.75,0.43,18.75,4.44,20.0,2.12,walking
1,250,41.25,4.44,17.33,4.5,14.67,3.68,walking
2,500,34.5,8.87,9.25,2.95,18.0,6.04,walking
3,750,31.33,6.6,13.75,2.77,22.0,1.41,walking
4,1000,29.67,8.5,17.67,6.94,17.25,5.67,walking
5,1250,37.33,3.3,20.0,1.41,16.0,3.94,walking
6,1500,33.5,9.01,17.0,3.24,12.5,2.69,walking
7,1750,39.5,4.72,12.75,7.5,18.0,3.24,walking
8,2000,32.25,8.32,12.0,6.52,20.0,3.39,walking
9,2250,35.75,5.02,17.25,3.9,19.75,1.09,walking
10,2500,40.5,3.35,13.75,6.42,18.75,2.28,walking
11,2750,38.0,1.58,15.5,3.84,15.75,3.03,walking
12,3000,44.5,3.35,15.25,0.43,17.25,2.38,walking
13,3250,37.5,6.8,19.33,1.7,18.0,2.45,walking
14,3500,28.5,3.2,13.5,4.97,11.25,2.86,walking
15,3750,30.67,8.18,14.5,2.87,17.33,5.91,walking
16,4000,32.0,9.14,15.67,2.49,12.0,6.16,walking
17,4250,29.0,13.47,17.5,4.33,15.0,6.63,walking
18,4500,42.67,1.7,14.67,0.47,14.25,8.41,walking
19,4750,33.75,9.28,12.25,2.86,9.5,6.58,walking
20,5000,27.0,4.58,9.5,4.72,15.25,4.92,walking
21,5250,38.0,5.74,19.25,2.59,13.0,4.42,walking
22,5500,36.0,6.75,19.0,4.42,14.25,3.77,walking
23,5750,33.25,3.34,12.5,2.29,10.33,5.25,walking
24,6000,38.0,10.7,14.5,3.5,16.0,5.92,walking
25,6250,31.5,1.5,20.0,1.41,17.0,7.87,walking
26,6500,29.0,4.58,18.5,1.5,14.5,0.87,walking
27,6750,39.75,3.27,17.75,3.49,11.0,1.41,walking
28,7000,35.5,3.35,12.75,2.28,6.25,1.92,walking
29,7250,36.67,4.03,16.5,2.06,16.33,3.09,walking
30,7500,35.5,11.86,16.5,1.5,13.5,4.97,walking
31,7750,29.0,1.41,18.0,2.16,13.0,4.24,walking
32,8000,29.75,4.6,15.5,2.29,14.0,2.92,walking
33,8250,40.25,4.44,14.0,7.07,12.5,4.97,walking
34,8500,22.0,12.14,19.5,2.06,11.5,6.1,walking
35,8750,32.25,3.9,12.0,2.12,12.5,4.03,walking
36,9000,31.25,10.47,18.0,0.71,16.5,3.2,walking
37,9250,27.25,5.63,13.75,2.77,18.25,6.26,walking
38,9500,34.25,9.96,10.0,4.85,11.5,3.91,walking
39,9750,36.0,2.12,21.0,2.55,13.75,1.92,walking
40,10000,33.25,8.93,12.0,3.54,20.25,4.92,walking
41,10250,33.25,11.76,13.25,2.38,16.5,4.15,walking
42,10500,33.0,3.67,20.33,2.62,18.0,2.83,walking
43,10750,36.5,6.73,14.33,3.77,16.0,4.32,walking
44,11000,43.33,1.89,16.5,3.2,14.67,2.05,walking
45,11250,40.75,2.86,15.0,3.0,12.25,2.28,walking
46,11500,35.67,4.03,14.33,4.11,8.75,4.71,walking
