,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,42.5,0.5,8.33,3.3,16.5,2.6,sitting
1,250,42.75,0.83,13.5,1.12,17.25,0.83,sitting
2,500,42.25,0.43,12.0,0.0,19.0,0.82,sitting
3,750,42.5,0.5,4.5,2.5,18.0,0.0,sitting
4,1000,42.25,0.43,6.67,4.11,18.75,0.83,sitting
5,1250,42.0,0.0,9.33,2.05,17.0,1.41,sitting
6,1500,42.0,0.0,6.8,3.43,12.75,1.3,sitting
7,1750,42.0,0.0,12.33,0.47,11.33,0.47,sitting
8,2000,42.0,0.0,13.25,0.43,2.75,2.05,sitting
9,2250,42.0,0.0,10.75,1.64,6.0,0.0,sitting
10,2500,42.0,0.0,10.75,1.64,3.0,1.63,sitting
11,2750,42.0,0.0,12.0,0.71,5.0,2.74,sitting
12,3000,42.0,0.0,11.5,0.5,9.0,0.0,sitting
13,3250,42.0,0.0,12.0,0.0,8.75,1.48,sitting
14,3500,42.0,0.0,11.67,0.47,11.5,0.87,sitting
15,3750,42.25,0.43,14.0,0.71,12.0,0.0,sitting
16,4000,42.0,0.0,15.0,0.0,11.5,0.5,sitting
17,4250,42.25,0.43,14.75,0.83,12.75,0.83,sitting
18,4500,42.0,0.0,15.5,2.06,14.0,1.22,sitting
19,4750,42.25,0.43,13.67,1.89,11.67,2.05,sitting
20,5000,42.0,0.0,13.0,2.74,15.25,2.77,sitting
21,5250,42.0,0.0,14.25,1.3,15.67,0.94,sitting
22,5500,42.33,0.47,5.67,1.7,12.67,2.62,sitting
23,5750,42.25,0.43,11.25,1.3,3.25,1.79,sitting
24,6000,42.25,0.43,13.25,1.79,5.75,2.77,sitting
25,6250,42.0,0.0,13.0,1.41,9.0,2.55,sitting
26,6500,42.0,0.0,16.0,1.22,8.25,2.86,sitting
27,6750,41.5,0.87,14.75,1.92,7.25,1.79,sitting
28,7000,40.75,0.43,13.0,1.22,10.25,0.83,sitting
29,7250,41.5,0.5,16.5,1.12,8.0,1.58,sitting
30,7500,41.0,1.0,17.0,0.71,3.0,1.0,sitting
31,7750,41.0,0.71,15.0,0.0,6.75,3.19,sitting
32,8000,40.5,0.5,15.25,0.43,9.75,0.83,sitting
33,8250,40.5,0.5,15.0,0.0,8.33,0.47,sitting
34,8500,40.5,0.5,15.5,0.5,7.75,0.43,sitting
35,8750,40.67,0.47,17.0,1.0,7.0,1.41,sitting
36,9000,40.5,0.5,18.0,0.0,10.75,1.79,sitting
37,9250,40.33,0.47,19.0,1.41,14.75,2.17,sitting
38,9500,41.0,0.71,21.25,0.43,19.5,1.12,sitting
39,9750,41.2,0.98,21.8,0.4,20.75,0.43,sitting
