,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,Output
0,0,30.25,0.43,20.75,0.43,20.5,0.5,sitting
1,250,30.0,0.0,21.0,0.0,21.0,0.0,sitting
2,500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
3,750,30.0,0.0,21.0,0.0,21.0,0.0,sitting
4,1000,30.0,0.0,21.25,0.43,21.0,0.0,sitting
5,1250,30.0,0.0,21.0,0.0,19.75,1.09,sitting
6,1500,30.0,0.0,20.67,0.47,20.67,0.47,sitting
7,1750,30.0,0.0,20.75,0.43,20.5,0.5,sitting
8,2000,30.0,0.0,20.75,0.43,21.0,0.0,sitting
9,2250,30.0,0.0,21.0,0.0,21.25,0.43,sitting
10,2500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
11,2750,30.25,0.43,21.75,0.83,20.5,0.5,sitting
12,3000,30.25,0.43,22.5,0.5,19.5,1.12,sitting
13,3250,30.25,0.43,21.5,0.5,19.5,0.87,sitting
14,3500,30.0,0.0,21.0,0.0,18.75,0.83,sitting
15,3750,30.0,0.0,21.0,0.0,18.33,0.47,sitting
16,4000,30.25,0.43,21.0,0.0,20.5,0.5,sitting
17,4250,30.25,0.43,21.0,0.0,20.25,0.83,sitting
18,4500,30.33,0.47,21.0,0.0,21.0,0.0,sitting
19,4750,30.5,0.5,21.0,0.0,20.0,1.22,sitting
20,5000,30.0,0.0,21.0,0.0,19.25,1.09,sitting
21,5250,30.0,0.0,21.0,0.0,20.75,0.43,sitting
22,5500,30.25,0.43,21.0,0.0,20.5,0.5,sitting
23,5750,30.0,0.0,21.25,0.43,19.5,1.12,sitting
24,6000,30.0,0.0,21.0,0.0,21.25,0.83,sitting
25,6250,30.25,0.43,21.25,0.43,21.25,0.43,sitting
26,6500,30.0,0.0,21.0,0.0,21.0,0.0,sitting
27,6750,30.0,0.0,19.25,1.3,21.75,0.83,sitting
28,7000,30.0,0.0,18.0,0.0,22.0,0.82,sitting
29,7250,30.0,0.0,18.75,0.83,21.5,0.5,sitting
30,7500,30.25,0.43,18.5,0.5,21.0,0.0,sitting
31,7750,30.25,0.43,19.5,0.87,20.5,0.5,sitting
32,8000,30.0,0.0,21.0,0.0,20.67,0.47,sitting
33,8250,30.0,0.0,21.0,0.0,19.4,1.02,sitting
34,8500,30.0,0.0,20.5,0.5,19.0,0.82,sitting
35,8750,30.0,0.0,20.0,0.82,20.25,1.3,sitting
36,9000,30.0,0.0,19.25,0.43,20.5,0.5,sitting
37,9250,30.0,0.0,20.75,0.43,20.5,0.5,sitting
38,9500,30.0,0.0,21.0,0.0,19.0,0.71,sitting
